ID,BCR,AOU_52,CommonName,ScientificName,Introduced,BD-g,BD-g_s,BD-g Area,BD-g_com,GlobalPopEst,PS-g,PS-g_s,PS-g_com1,PS-g_com2,PS-g_com3,PT-r,PT-r_s,PT-r_com,TB-r,TB-r_s,TB-r_com,RD-b,RD-b_s,RD-b_com,pPop,pPop_s,SubstShared,RCS-b,RC,UCC,TNC,TNC-group,CBSD,Action,RS,UCS
3669,23,703,Eastern Screech-Owl,Megascops asio,FALSE,1,Natureserve 3.0,4927760,,850000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,Will; PIFTC,Continued loss of appropriate nesting cavities; development in urban corridors.,3,bbs07,,3.3,BBS & RngG,,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3670,23,715,Great Horned Owl,Bubo virginianus,FALSE,1,Natureserve 3.0,26145035,,6400000,2,PIF BBS-based calculation 2008,,,,4,BBS-08,,2,TB-c,Default to global sans regional difference justification; although some suggestion of disease vulnerability in BCR23 (Will).,3,bbs07,,0.6,BBS & RngG,,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3671,23,730,Barred Owl,Strix varia,FALSE,1,Natureserve 3.0,6425421,,2700000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,3,bbs07,,1.6,BBS & RngG,,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3672,23,733,Long-eared Owl,Asio otus,FALSE,1,Natureserve 3.0,25334753,,50000,4,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,2,Will,,0.7,Range,CA-US,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3673,23,735,Short-eared Owl,Asio flammeus,FALSE,1,Natureserve 3.0,62415997,,2500000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,4,PIFTC; Will,Loss of extensive grassland and wetland/grassland complexes due to conversion to biofuel rowcrops.,1,bbs07,,0,RngG & BBS & Nwt,CA-US,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3674,23,739,Northern Saw-whet Owl,Aegolius acadicus,FALSE,1,Natureserve 3.0,5695944,,2000000,3,Blancher 2008,rough extrapolation from owl surveys,,,3,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,2,Will,,4,Range,CA-US,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3675,23,744,Common Nighthawk,Chordeiles minor,FALSE,1,Natureserve 3.0,13162934,,16000000,2,PIF BBS-based calculation 2008,,,,4,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,bbs07,,0.1,BBS & RngG,US-MX,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3676,23,753,Chuck-will's-widow,Caprimulgus carolinensis,FALSE,2,Natureserve 3.0,1718293,,5700000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,P,Will,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3677,23,759,Eastern Whip-poor-will,Caprimulgus vociferus,FALSE,2,Natureserve 3.0,2772111,,2400000,3,PIF BBS-based calculation 2011,,,Whip-poor-will split in 2011,4,BBS-08,,4,Will; Knutson,Loss of appropriatge early successional habitat; removal of deciduous forest herb layer by invasive earthworms.,2,bbs07,,0.7,BBS & RngG,US-MX,15,TRUE,TRUE,FALSE,,TRUE,MA,FALSE,FALSE
3678,23,777,Chimney Swift,Chaetura pelagica,FALSE,1,Natureserve 3.0,5185119,,7800000,2,PIF BBS-based calculation 2008,,,,4,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,3.8,BBS & RngG,US-MX,14,TRUE,FALSE,FALSE,,TRUE,MA,FALSE,FALSE
3679,23,900,Ruby-throated Hummingbird,Archilochus colubris,FALSE,1,Natureserve 3.0,4918910,,21000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,4.2,BBS,US-MX,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3680,23,948,Belted Kingfisher,Megaceryle alcyon,FALSE,1,Natureserve 3.0,13949116,,1700000,3,PIF BBS-based calculation 2008,,,,5,BBS-08,,3,Will,Continuous degradation of water quality in small streams; possible contaminant issues.,4,bbs07,,2.1,BBS,CA-US,16,TRUE,FALSE,FALSE,,TRUE,MA,FALSE,FALSE
3681,23,979,Red-headed Woodpecker,Melanerpes erythrocephalus,FALSE,1,PIFSC-08,4664275,Reduce by 10%; NS and BNA maps fairly similar. However; RHWO only breeds ~ eastern half of lower U.S. closer to <4 million km2 and more realistic to keep as BD of 2,1200000,3,PIF BBS-based calculation 2008,,,,5,BBS-08,,3,TB-c,Default to global sans regional difference justification; responds positively to savannah restoration.,4,bbs07,,3.7,BBS,,16,TRUE,TRUE,FALSE,,TRUE,MA,FALSE,FALSE
3682,23,992,Red-bellied Woodpecker,Melanerpes carolinus,FALSE,2,Natureserve 3.0,2980666,,10000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,3,bbs07,,3.2,BBS,,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3683,23,995,Yellow-bellied Sapsucker,Sphyrapicus varius,FALSE,1,Natureserve 3.0,4453193,,10000000,2,PIF BBS-based calculation 2008,,distance revised to 125 m based on review of large boreal dataset; score reverts to PS=2 (Blancher email; Dec. 20; 2008),,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,2,bbs07,,1.7,BBS,CA-US-MX,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3684,23,1002,Downy Woodpecker,Picoides pubescens,FALSE,1,Natureserve 3.0,12755791,,14000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,4.3,BBS & RngG,,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3685,23,1003,Hairy Woodpecker,Picoides villosus,FALSE,1,Natureserve 3.0,13251289,,9000000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,1.6,BBS & RngG,CA-US,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3686,23,1018,Northern Flicker,Colaptes auratus,FALSE,1,Natureserve 3.0,14801848,,8600000,2,PIF BBS-based calculation 2008,,,,5,BBS-08,,3,MW-PIF; Will,Loss of large nesting snags; proliferation of lawn care in growing exurban landscape.,4,bbs07,,1.4,BBS & RngG,CA-US,15,TRUE,FALSE,FALSE,,TRUE,MA,FALSE,FALSE
3687,23,1024,Pileated Woodpecker,Dryocopus pileatus,FALSE,1,Natureserve 3.0,5905279,,1900000,3,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,3,bbs07,,1.5,BBS,CA-US,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3688,23,1175,Olive-sided Flycatcher,Contopus cooperi,FALSE,1,Natureserve 3.0; PIFSC-09,7478548,Reduce by 25%; NS breeding range way too extensive in New England; NY; Appalachians; Alaska; and in western U.S. mountains (reduce by 25%),1700000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,Will,Accept BBS 07 data; also confirmed breeding in immediately adjacent BCR 12.,0,BBS & RngG,CA-US-MX,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3689,23,1180,Eastern Wood-Pewee,Contopus virens,FALSE,1,Natureserve 3.0,4074595,,5500000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,7.7,BBS,US-MX,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3690,23,1186,Yellow-bellied Flycatcher,Empidonax flaviventris,FALSE,1,Natureserve 3.0,5308917,,12000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,bbs07,,0,BBS,CA-US-MX,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3691,23,1187,Acadian Flycatcher,Empidonax virescens,FALSE,2,Natureserve 3.0,2461383,,4500000,3,PIF BBS-based calculation 2008,,,,4,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,2,bbs07,,0.5,BBS,US-MX,14,TRUE,FALSE,FALSE,,FALSE,MA,FALSE,FALSE
3692,23,1188,Alder Flycatcher,Empidonax alnorum,FALSE,1,Natureserve 3.0,7077860,,130000000,1,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,2,bbs07,,0.2,BBS,CA-US-MX,7,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3693,23,1189,Willow Flycatcher,Empidonax traillii,FALSE,1,Natureserve 3.0,7289251,,9100000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,5.5,BBS,CA-US-MX,13,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
3694,23,1191,Least Flycatcher,Empidonax minimus,FALSE,1,Natureserve 3.0,6129659,,36000000,2,PIF BBS-based calculation 2008,,,,4,BBS-08,,2,TB-c,Shift in public forest management toward larger and older stands of upland hardwood and mixed forests should be beneficial (WI BBAtlas).,3,bbs07,,0.8,BBS,CA-US-MX,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3695,23,1202,Eastern Phoebe,Sayornis phoebe,FALSE,1,Natureserve 3.0,6222068,,32000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,4,BBS,US-MX,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3696,23,1217,Great Crested Flycatcher,Myiarchus crinitus,FALSE,1,Natureserve 3.0,5128258,,6700000,2,PIF BBS-based calculation 2008,,,,4,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,4.8,BBS & RngG,,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3697,23,1244,Western Kingbird,Tyrannus verticalis,FALSE,1,Natureserve 3.0,5061472,,22000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,bbs07,,0,BBS & RngG,US-MX,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3698,23,1245,Eastern Kingbird,Tyrannus tyrannus,FALSE,1,Natureserve 3.0,9101039,,27000000,2,PIF BBS-based calculation 2008,,,,5,BBS-08,,3,TB-c,Default to global; apprpriate disturbed habitats declining (Knutson; Will).,4,bbs07,,2.1,BBS,US-MX,15,TRUE,FALSE,FALSE,,FALSE,MA,FALSE,FALSE
3699,23,1288,Loggerhead Shrike,Lanius ludovicianus,FALSE,1,Natureserve 3.0,8849539,,5800000,2,PIF BBS-based calculation 2008,,,,5,BCR22bbs08,Low reliability in BCR; use PT in adjacent BCR (Will).,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,bbs07,,0,BBS & RngG,US-MX,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3700,23,1291,White-eyed Vireo,Vireo griseus,FALSE,2,Natureserve 3.0,3033906,,19000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,bbs07,,0,BBS & RngG,US-MX,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3701,23,1300,Bell's Vireo,Vireo bellii,FALSE,2,Natureserve 3.0,2636808,,4600000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,4,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,bbs07,,0.1,BBS & RngG,US-MX,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3702,23,1305,Yellow-throated Vireo,Vireo flavifrons,FALSE,2,Natureserve 3.0,3164232,,3500000,3,PIF BBS-based calculation 2008,,,,1,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,8.9,BBS,,14,FALSE,FALSE,FALSE,,FALSE,PR,TRUE,TRUE
3703,23,1308,Blue-headed Vireo,Vireo solitarius,FALSE,2,Natureserve 3.0,3313965,,9100000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,3,Will,Continuing forest fragmentation and urbanization.,2,bbs07,,0.3,BBS,CA-US-MX,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3704,23,1312,Warbling Vireo,Vireo gilvus,FALSE,1,Natureserve 3.0,9781704,,51000000,1,PIF BBS-based calculation 2008,,,,4,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,2.1,BBS & RngG,CA-US-MX,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3705,23,1315,Red-eyed Vireo,Vireo olivaceus,FALSE,1,Natureserve 3.0,11704386,NS map maps much of range in SA as non-breeding only; whereas Ridgley maps this same area as year-round range; still; BD=1,180000000,1,PIF BBS-based calculation 2008,,,,1,BBS-08,,3,Knutson; Will,Continued forest fragmentation; vulnerable to increasing cowbird parasitism.,3,bbs07,,1.1,BBS & RngG,CA-US-MX,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3706,23,1345,Blue Jay,Cyanocitta cristata,FALSE,1,Natureserve 3.0,6645297,,13000000,2,PIF BBS-based calculation 2008,,,,4,BBS-08,,1,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,4.6,BBS,,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3707,23,1356,American Crow,Corvus brachyrhynchos,FALSE,1,Natureserve 3.0,10760125,,27000000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,1,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,3.9,BBS & RngG,CA-US,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3708,23,1367,Common Raven,Corvus corax,FALSE,1,Natureserve 3.0,50426207,,20000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,2,bbs07,,0,RngG & BBS & Nwt,CA-US,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3709,23,1372,Horned Lark,Eremophila alpestris,FALSE,1,Natureserve 3.0,20824080,,100000000,1,PIF BBS-based calculation 2008,,,,4,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,2,bbs07,,0.6,BBS & RngG & Nwt,CA-US,10,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE
3710,23,1373,Purple Martin,Progne subis,FALSE,1,Natureserve 3.0,5717544,,6800000,2,PIF BBS-based calculation 2008,,,,5,BBS-08,,3,PIFTC; Will,Numerous unoccupied martin houses; increasing pressure to spray for aquatic pests; accumulation of contaminants.,2,bbs07,,1.2,BBS & RngG,US-MX,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3711,23,1380,Tree Swallow,Tachycineta bicolor,FALSE,1,Natureserve 3.0,11669285,,17000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,5.1,BBS & Nwt,CA-US-MX,11,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
3712,23,1388,Northern Rough-winged Swallow,Stelgidopteryx serripennis,FALSE,1,Natureserve 3.0,9961583,,15000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,3.2,BBS & RngG,US-MX,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3713,23,1390,Bank Swallow,Riparia riparia,FALSE,1,Natureserve 3.0,34349347,,19000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,calculated relative to max density in BCR 9,1.2,RngG & BBS & Nwt,CA-US-MX,13,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE
3714,23,1391,Cliff Swallow,Petrochelidon pyrrhonota,FALSE,1,Natureserve 3.0,11966484,,42000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,Will,Human-assisted population increases expected to be mitigated by increasing urban bridge control strategies.,3,bbs07,,1.2,BBS & RngG & Nwt,US-MX,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3715,23,1393,Barn Swallow,Hirundo rustica,FALSE,1,Natureserve 3.0,42908680,,120000000,1,PIF BBS-based calculation 2008,,,,2,BBS-08,,3,Will,Continuous loss of old barns and out-buildings as small farms disappear.,5,bbs07,,1.4,RngG & BBS & Nwt,US-MX,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3716,23,1395,Carolina Chickadee,Poecile carolinensis,FALSE,2,Natureserve 3.0,2312578,,12000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,bbs07,,0,BBS,,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3717,23,1396,Black-capped Chickadee,Poecile atricapillus,FALSE,1,Natureserve 3.0,8788312,,41000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,3.8,BBS,CA-US,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3718,23,1405,Tufted Titmouse,Baeolophus bicolor,FALSE,2,Natureserve 3.0,2967755,,8000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,3,bbs07,,1.7,BBS,,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3719,23,1409,Red-breasted Nuthatch,Sitta canadensis,FALSE,1,Natureserve 3.0,7118703,,20000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,2,bbs07,,0.2,BBS,CA-US,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3720,23,1410,White-breasted Nuthatch,Sitta carolinensis,FALSE,1,Natureserve 3.0,8606508,,9200000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,7.3,BBS & RngG,,12,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
3721,23,1413,Brown Creeper,Certhia americana,FALSE,1,Natureserve 3.0,6526126,,9300000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,bbs07,,0.1,BBS & RngG,CA-US,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3722,23,1439,Carolina Wren,Thryothorus ludovicianus,FALSE,2,Natureserve 3.0,3207537,,14000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,bbs07,,0,BBS & RngG,,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3723,23,1443,Bewick's Wren,Thryomanes bewickii,FALSE,2,Natureserve 3.0,3303063,,5600000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,P,Will,,,,US-MX,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3724,23,1445,House Wren,Troglodytes aedon,FALSE,1,Natureserve 3.0,24553814,,160000000,1,Gomez-Panjabi,,reflects northern and southern subspecies,,2,BBS-08,,1,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,2,RngG & BBS,CA-US-MX,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3725,23,1451,Winter Wren,Troglodytes hiemalis,FALSE,2,Natureserve 3.0,2760019,,11000000,2,PIF BBS-based calculation 2011,,distance revised to 200 m based on review of large boreal dataset; score reverts to PS=2 (Blancher email; Dec. 20; 2008),,2,BBS-08,,3,TB-c,Default to global sans regional difference justification (Will).,1,bbs07,,0,BBS,CA-US,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3726,23,1452,Sedge Wren,Cistothorus platensis,FALSE,1,Natureserve 3.0,6526721,,22000000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,3,TB-c,Default to global sans regional difference justification; continued wetland and grassland loss; but not to TB=4 scale for this species in BCR23 (Will),5,bbs07,,4.4,RngG & BBS,CA-US-MX,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3727,23,1453,Marsh Wren,Cistothorus palustris,FALSE,1,Natureserve 3.0,4844019,,8700000,2,PIF BBS-based calculation 2008,,,,5,BBS-08,,4,PIFTC; Will,Continued loss of appropriate wetlands to draining and invasive vegetation.,3,bbs07,,2.7,BBS & RngG,US-MX,15,TRUE,FALSE,FALSE,,FALSE,IM,FALSE,FALSE
3728,23,1463,Blue-gray Gnatcatcher,Polioptila caerulea,FALSE,1,Natureserve 3.0,6577715,,160000000,1,PIF BBS-based calculation 2008,,,,1,BBS-08,,3,Knutson,Particularly vulnerable to cowbird parasitism in BCR23.,2,bbs07,,0.6,BBS & RngG,US-MX,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3729,23,1474,Golden-crowned Kinglet,Regulus satrapa,FALSE,1,Natureserve 3.0,6250316,,97000000,1,PIF BBS-based calculation 2008,,,,3,Will,no data,2,TB-c,Default to global sans regional difference justification (Will).,1,bbs07,BBS 07; also supported by WI Atlas. (Will),0,BBS & RngG,CA-US,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3730,23,1475,Ruby-crowned Kinglet,Regulus calendula,FALSE,1,Natureserve 3.0,9221284,,91000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,Will,Scattered BCR 23 breeding records in WI and MI. (Will),,,CA-US-MX,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3731,23,1509,Eastern Bluebird,Sialia sialis,FALSE,1,Natureserve 3.0,5455886,,22000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,3.5,BBS & RngG,,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3732,23,1531,Veery,Catharus fuscescens,FALSE,2,Natureserve 3.0,3670946,,11000000,2,PIF BBS-based calculation 2008,,,,4,BBS-08,,4,Knutson; Will,Forest fragmentation; cowbird parasitism; and loss of forest herbaceous ground cover to invasive earthworms continue to threaten this species in BCR23.,3,bbs07,,1.9,BBS,CA-US-MX,15,TRUE,FALSE,FALSE,,FALSE,MA,FALSE,FALSE
3733,23,1534,Swainson's Thrush,Catharus ustulatus,FALSE,1,Natureserve 3.0,7525849,,100000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,bbs07,,0,BBS,CA-US-MX,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3734,23,1535,Hermit Thrush,Catharus guttatus,FALSE,1,Natureserve 3.0,8350943,,44000000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,2,bbs07,,0.1,BBS & RngG,CA-US-MX,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3735,23,1536,Wood Thrush,Hylocichla mustelina,FALSE,2,Natureserve 3.0,3489351,,11000000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,4,Knutson; Will,Forest fragmentation and loss of forest herbaceous ground cover to invasive earthworms and deer browsing continue to threaten this species in BCR23.,3,bbs07,,2.3,BBS,US-MX,13,FALSE,TRUE,TRUE,TBTC,FALSE,PR,FALSE,FALSE
3736,23,1554,American Robin,Turdus migratorius,FALSE,1,Natureserve 3.0,16401793,,310000000,1,PIF BBS-based calculation 2008,,,,2,BBS-08,,1,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,3.4,BBS & RngG & Nwt,CA-US,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3737,23,1562,Gray Catbird,Dumetella carolinensis,FALSE,1,Natureserve 3.0,6812629,,27000000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,11.7,BBS,US-MX,12,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
3738,23,1564,Northern Mockingbird,Mimus polyglottos,FALSE,1,Natureserve 3.0,10130441,,32000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,MW-PIF; Will,Still limited primarily by winter climate in BCR23; not by commensalism with humans.,1,bbs07,,0,BBS & RngG,,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3739,23,1569,Brown Thrasher,Toxostoma rufum,FALSE,1,Natureserve 3.0,5662789,,4900000,3,PIF BBS-based calculation 2008,,,,5,BBS-08,,4,Kuntson; Will,Continued loss of shrubby early successional and old field habitat.,4,bbs07,,3,BBS & Nwt,,17,TRUE,FALSE,FALSE,,FALSE,IM,FALSE,FALSE
3740,23,1586,European Starling,Sturnus vulgaris,TRUE,1,Natureserve 3.0,36834255,,150000000,1,PIF BBS-based calculation 2008,,,,4,BBS-08,,1,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,2.3,RngG & BBS,,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3741,23,1602,Cedar Waxwing,Bombycilla cedrorum,FALSE,1,Natureserve 3.0,7413995,,52000000,1,PIF BBS-based calculation 2008,,distance revised to 100 m based on review of large boreal dataset; score changes to PS=1 (Blancher email; Dec. 20; 2008),,2,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,8.7,BBS,CA-US,11,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
3742,23,1620,Ovenbird,Seiurus aurocapilla,FALSE,1,Natureserve 3.0,5207143,,22000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,4,Will,Loss of native herbacious ground cover due to spreading invasive earthworms and deer browsing.,3,bbs07,,1.8,BBS,CA-US-MX,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3743,23,1621,Worm-eating Warbler,Helmitheros vermivorum,FALSE,2,Natureserve 3.0,1753323,,830000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,Will,Confirmed breeding in WI portion of BCR 23 (Atlas).,,,US-MX,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3744,23,1622,Louisiana Waterthrush,Parkesia motacilla,FALSE,2,Natureserve 3.0,2410070,,360000,4,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,bbs07,,0,BBS,US-MX,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
